,GeoFIPS,LineCode,Description,Unit,2016,2017,2018,2019
4021, 26125,2.0,Population (persons) 1/,Number of persons,1251027,1256016,1256694,1257584
4022, 26125,3.0,Per capita personal income (dollars) 2/,Dollars,66305,68745,71347,73271
4023, 26127,1.0,Personal income (thousands of dollars),Thousands of dollars,925474,948798,993095,1028391
4024, 26127,2.0,Population (persons) 1/,Number of persons,26311,26422,26555,26467
4025, 26127,3.0,Per capita personal income (dollars) 2/,Dollars,35174,35909,37398,38856
4026, 26129,1.0,Personal income (thousands of dollars),Thousands of dollars,666439,692050,731658,730072
4027, 26129,2.0,Population (persons) 1/,Number of persons,20850,20882,20882,20997
4028, 26129,3.0,Per capita personal income (dollars) 2/,Dollars,31964,33141,35038,34770
4029, 26131,1.0,Personal income (thousands of dollars),Thousands of dollars,220094,223195,228259,236599
4030, 26131,2.0,Population (persons) 1/,Number of persons,5939,5889,5801,5720
4031, 26131,3.0,Per capita personal income (dollars) 2/,Dollars,37059,37900,39348,41363
4032, 26133,1.0,Personal income (thousands of dollars),Thousands of dollars,778180,791960,836725,882946
4033, 26133,2.0,Population (persons) 1/,Number of persons,23170,23267,23377,23460
4034, 26133,3.0,Per capita personal income (dollars) 2/,Dollars,33586,34038,35793,37636
4035, 26135,1.0,Personal income (thousands of dollars),Thousands of dollars,258017,265949,274602,284720
4036, 26135,2.0,Population (persons) 1/,Number of persons,8259,8238,8224,8241
4037, 26135,3.0,Per capita personal income (dollars) 2/,Dollars,31241,32283,33390,34549
4038, 26137,1.0,Personal income (thousands of dollars),Thousands of dollars,917754,945567,993270,1034206
4039, 26137,2.0,Population (persons) 1/,Number of persons,24408,24528,24641,24668
4040, 26137,3.0,Per capita personal income (dollars) 2/,Dollars,37601,38551,40310,41925
4041, 26139,1.0,Personal income (thousands of dollars),Thousands of dollars,12717658,13379002,13951900,14400384
4042, 26139,2.0,Population (persons) 1/,Number of persons,283712,286581,289808,291830
4043, 26139,3.0,Per capita personal income (dollars) 2/,Dollars,44826,46685,48142,49345
4044, 26141,1.0,Personal income (thousands of dollars),Thousands of dollars,462688,479056,506813,523327
4045, 26141,2.0,Population (persons) 1/,Number of persons,12735,12742,12698,12592
4046, 26141,3.0,Per capita personal income (dollars) 2/,Dollars,36332,37597,39913,41560
4047, 26143,1.0,Personal income (thousands of dollars),Thousands of dollars,819879,834679,873454,900890
4048, 26143,2.0,Population (persons) 1/,Number of persons,23779,23731,23812,24019
4049, 26143,3.0,Per capita personal income (dollars) 2/,Dollars,34479,35173,36681,37507
4050, 26145,1.0,Personal income (thousands of dollars),Thousands of dollars,7052562,7141643,7540269,7723177
4051, 26145,2.0,Population (persons) 1/,Number of persons,192507,191965,190791,190539
4052, 26145,3.0,Per capita personal income (dollars) 2/,Dollars,36635,37203,39521,40533
4053, 26147,1.0,Personal income (thousands of dollars),Thousands of dollars,6497656,6718313,7006270,7266059
4054, 26147,2.0,Population (persons) 1/,Number of persons,159369,159005,159031,159128
4055, 26147,3.0,Per capita personal income (dollars) 2/,Dollars,40771,42252,44056,45662
4056, 26149,1.0,Personal income (thousands of dollars),Thousands of dollars,2155590,2267565,2320707,2373702
4057, 26149,2.0,Population (persons) 1/,Number of persons,60790,60710,60912,60964
4058, 26149,3.0,Per capita personal income (dollars) 2/,Dollars,35460,37351,38099,38936
4059, 26151,1.0,Personal income (thousands of dollars),Thousands of dollars,1458662,1503379,1556013,1602229
4060, 26151,2.0,Population (persons) 1/,Number of persons,41405,41242,41192,41170
4061, 26151,3.0,Per capita personal income (dollars) 2/,Dollars,35229,36453,37775,38917
4062, 26153,1.0,Personal income (thousands of dollars),Thousands of dollars,292973,304851,319003,332447
4063, 26153,2.0,Population (persons) 1/,Number of persons,7967,8013,8044,8094
4064, 26153,3.0,Per capita personal income (dollars) 2/,Dollars,36773,38045,39657,41073
4065, 26155,1.0,Personal income (thousands of dollars),Thousands of dollars,2501976,2570353,2664478,2761330
4066, 26155,2.0,Population (persons) 1/,Number of persons,68542,68400,68133,68122
4067, 26155,3.0,Per capita personal income (dollars) 2/,Dollars,36503,37578,39107,40535
4068, 26157,1.0,Personal income (thousands of dollars),Thousands of dollars,1884817,1895261,1950634,2020611
4069, 26157,2.0,Population (persons) 1/,Number of persons,53276,52815,52633,52245
4070, 26157,3.0,Per capita personal income (dollars) 2/,Dollars,35378,35885,37061,38676
4071, 26159,1.0,Personal income (thousands of dollars),Thousands of dollars,2889389,2962917,3068729,3161256
4072, 26159,2.0,Population (persons) 1/,Number of persons,75267,75303,75481,75677
4073, 26159,3.0,Per capita personal income (dollars) 2/,Dollars,38389,39347,40656,41773
4074, 26161,1.0,Personal income (thousands of dollars),Thousands of dollars,19813370,20768333,21734133,22365853
4075, 26161,2.0,Population (persons) 1/,Number of persons,366135,368807,369483,367601
4076, 26161,3.0,Per capita personal income (dollars) 2/,Dollars,54115,56312,58823,60843
4077, 26163,1.0,Personal income (thousands of dollars),Thousands of dollars,71043559,71795760,75595914,77866868
4078, 26163,2.0,Population (persons) 1/,Number of persons,1760612,1757217,1754453,1749343
4079, 26163,3.0,Per capita personal income (dollars) 2/,Dollars,40352,40858,43088,44512
4080, 26165,1.0,Personal income (thousands of dollars),Thousands of dollars,1115080,1155193,1194923,1252423
4081, 26165,2.0,Population (persons) 1/,Number of persons,33081,33234,33446,33631
4082, 26165,3.0,Per capita personal income (dollars) 2/,Dollars,33708,34759,35727,37240
4083, 27000,1.0,Personal income (thousands of dollars),Thousands of dollars,293162468,305921230,321638517,331801925
4084, 27000,2.0,Population (persons) 1/,Number of persons,5522744,5566230,5606249,5639632
4085, 27000,3.0,Per capita personal income (dollars) 2/,Dollars,53083,54960,57371,58834
4086, 27001,1.0,Personal income (thousands of dollars),Thousands of dollars,575343,599458,636698,656519
4087, 27001,2.0,Population (persons) 1/,Number of persons,15754,15792,15887,15886
4088, 27001,3.0,Per capita personal income (dollars) 2/,Dollars,36520,37960,40077,41327
4089, 27003,1.0,Personal income (thousands of dollars),Thousands of dollars,16443252,17278150,18049807,18649149
4090, 27003,2.0,Population (persons) 1/,Number of persons,346526,350203,353441,356921
4091, 27003,3.0,Per capita personal income (dollars) 2/,Dollars,47452,49338,51069,52250
4092, 27005,1.0,Personal income (thousands of dollars),Thousands of dollars,1508198,1563535,1621892,1693284
4093, 27005,2.0,Population (persons) 1/,Number of persons,33718,34082,34389,34423
4094, 27005,3.0,Per capita personal income (dollars) 2/,Dollars,44730,45876,47163,49190
4095, 27007,1.0,Personal income (thousands of dollars),Thousands of dollars,1780760,1837760,1927221,1991920
4096, 27007,2.0,Population (persons) 1/,Number of persons,46008,46477,46735,47188
4097, 27007,3.0,Per capita personal income (dollars) 2/,Dollars,38705,39541,41237,42212
4098, 27009,1.0,Personal income (thousands of dollars),Thousands of dollars,1633522,1712530,1785669,1858734
4099, 27009,2.0,Population (persons) 1/,Number of persons,39687,40135,40510,40889
4100, 27009,3.0,Per capita personal income (dollars) 2/,Dollars,41160,42669,44080,45458
4101, 27011,1.0,Personal income (thousands of dollars),Thousands of dollars,253710,263621,267923,276957
4102, 27011,2.0,Population (persons) 1/,Number of persons,5002,5004,4990,4991
4103, 27011,3.0,Per capita personal income (dollars) 2/,Dollars,50722,52682,53692,55491
4104, 27013,1.0,Personal income (thousands of dollars),Thousands of dollars,2794197,2873950,3049198,3165658
4105, 27013,2.0,Population (persons) 1/,Number of persons,66355,66916,67378,67653
4106, 27013,3.0,Per capita personal income (dollars) 2/,Dollars,42110,42949,45255,46793
4107, 27015,1.0,Personal income (thousands of dollars),Thousands of dollars,1253663,1292298,1356491,1398044
4108, 27015,2.0,Population (persons) 1/,Number of persons,25272,25172,25125,25008
4109, 27015,3.0,Per capita personal income (dollars) 2/,Dollars,49607,51339,53990,55904
4110, 27017,1.0,Personal income (thousands of dollars),Thousands of dollars,1410499,1462303,1532854,1592350
4111, 27017,2.0,Population (persons) 1/,Number of persons,35555,35509,35822,35871
4112, 27017,3.0,Per capita personal income (dollars) 2/,Dollars,39671,41181,42791,44391
4113, 27019,1.0,Personal income (thousands of dollars),Thousands of dollars,6581420,6984354,7378582,7655911
4114, 27019,2.0,Population (persons) 1/,Number of persons,100374,102118,103533,105089
4115, 27019,3.0,Per capita personal income (dollars) 2/,Dollars,65569,68395,71268,72852
4116, 27021,1.0,Personal income (thousands of dollars),Thousands of dollars,1280112,1337686,1385101,1428824
4117, 27021,2.0,Population (persons) 1/,Number of persons,29030,29324,29511,29779
4118, 27021,3.0,Per capita personal income (dollars) 2/,Dollars,44096,45617,46935,47981
4119, 27023,1.0,Personal income (thousands of dollars),Thousands of dollars,535993,564308,578387,604519
4120, 27023,2.0,Population (persons) 1/,Number of persons,12036,11944,11901,11800
4121, 27023,3.0,Per capita personal income (dollars) 2/,Dollars,44532,47246,48600,51230
4122, 27025,1.0,Personal income (thousands of dollars),Thousands of dollars,2451421,2592397,2723728,2834238
4123, 27025,2.0,Population (persons) 1/,Number of persons,54638,55257,55972,56579
4124, 27025,3.0,Per capita personal income (dollars) 2/,Dollars,44867,46915,48662,50093
4125, 27027,1.0,Personal income (thousands of dollars),Thousands of dollars,2563724,2632948,2736522,2827261
4126, 27027,2.0,Population (persons) 1/,Number of persons,63055,63766,64017,64222
4127, 27027,3.0,Per capita personal income (dollars) 2/,Dollars,40659,41291,42747,44023
4128, 27029,1.0,Personal income (thousands of dollars),Thousands of dollars,349495,365030,386791,394740
4129, 27029,2.0,Population (persons) 1/,Number of persons,8831,8845,8815,8818
4130, 27029,3.0,Per capita personal income (dollars) 2/,Dollars,39576,41270,43879,44765
4131, 27031,1.0,Personal income (thousands of dollars),Thousands of dollars,268484,282424,291350,300268
4132, 27031,2.0,Population (persons) 1/,Number of persons,5338,5411,5425,5463
4133, 27031,3.0,Per capita personal income (dollars) 2/,Dollars,50297,52194,53705,54964
4134, 27033,1.0,Personal income (thousands of dollars),Thousands of dollars,483399,518275,547452,577073
4135, 27033,2.0,Population (persons) 1/,Number of persons,11367,11249,11259,11196
4136, 27033,3.0,Per capita personal income (dollars) 2/,Dollars,42527,46073,48624,51543
4137, 27035,1.0,Personal income (thousands of dollars),Thousands of dollars,2676802,2802375,2892480,2972016
4138, 27035,2.0,Population (persons) 1/,Number of persons,63729,64278,64794,65055
4139, 27035,3.0,Per capita personal income (dollars) 2/,Dollars,42003,43598,44641,45685
4140, 27037,1.0,Personal income (thousands of dollars),Thousands of dollars,23371558,24533027,25707656,26562417
4141, 27037,2.0,Population (persons) 1/,Number of persons,417555,421518,425040,429021
4142, 27037,3.0,Per capita personal income (dollars) 2/,Dollars,55972,58202,60483,61914
4143, 27039,1.0,Personal income (thousands of dollars),Thousands of dollars,869724,917132,966931,997812
4144, 27039,2.0,Population (persons) 1/,Number of persons,20540,20696,20767,20934
4145, 27039,3.0,Per capita personal income (dollars) 2/,Dollars,42343,44314,46561,47665
4146, 27041,1.0,Personal income (thousands of dollars),Thousands of dollars,1942478,1918277,1976493,2009701
4147, 27041,2.0,Population (persons) 1/,Number of persons,37154,37520,37960,38141
4148, 27041,3.0,Per capita personal income (dollars) 2/,Dollars,52282,51127,52068,52691
4149, 27043,1.0,Personal income (thousands of dollars),Thousands of dollars,537232,569849,589230,640887
4150, 27043,2.0,Population (persons) 1/,Number of persons,13867,13768,13736,13653
4151, 27043,3.0,Per capita personal income (dollars) 2/,Dollars,38742,41389,42897,46941
4152, 27045,1.0,Personal income (thousands of dollars),Thousands of dollars,903811,926214,952648,991425
4153, 27045,2.0,Population (persons) 1/,Number of persons,20916,20980,21044,21067
4154, 27045,3.0,Per capita personal income (dollars) 2/,Dollars,43211,44147,45269,47061
4155, 27047,1.0,Personal income (thousands of dollars),Thousands of dollars,1272137,1338883,1384093,1433993
4156, 27047,2.0,Population (persons) 1/,Number of persons,30449,30582,30480,30281
4157, 27047,3.0,Per capita personal income (dollars) 2/,Dollars,41779,43780,45410,47356
4158, 27049,1.0,Personal income (thousands of dollars),Thousands of dollars,2298178,2396326,2494156,2586510
4159, 27049,2.0,Population (persons) 1/,Number of persons,46226,46307,46299,46340
4160, 27049,3.0,Per capita personal income (dollars) 2/,Dollars,49716,51749,53871,55816
4161, 27051,1.0,Personal income (thousands of dollars),Thousands of dollars,278061,281080,286977,300786
4162, 27051,2.0,Population (persons) 1/,Number of persons,5930,5916,5989,5972
4163, 27051,3.0,Per capita personal income (dollars) 2/,Dollars,46891,47512,47917,50366
4164, 27053,1.0,Personal income (thousands of dollars),Thousands of dollars,85319750,88773150,94487144,96903428
4165, 27053,2.0,Population (persons) 1/,Number of persons,1235371,1247847,1257925,1265843
4166, 27053,3.0,Per capita personal income (dollars) 2/,Dollars,69064,71141,75113,76552
4167, 27055,1.0,Personal income (thousands of dollars),Thousands of dollars,897934,924668,959012,994092
4168, 27055,2.0,Population (persons) 1/,Number of persons,18703,18677,18572,18600
4169, 27055,3.0,Per capita personal income (dollars) 2/,Dollars,48010,49508,51638,53446
4170, 27057,1.0,Personal income (thousands of dollars),Thousands of dollars,832690,880329,931099,972622
4171, 27057,2.0,Population (persons) 1/,Number of persons,20701,20965,21291,21491
4172, 27057,3.0,Per capita personal income (dollars) 2/,Dollars,40225,41990,43732,45257
4173, 27059,1.0,Personal income (thousands of dollars),Thousands of dollars,1607282,1674503,1777640,1858507
4174, 27059,2.0,Population (persons) 1/,Number of persons,38778,39543,39950,40596
4175, 27059,3.0,Per capita personal income (dollars) 2/,Dollars,41448,42346,44497,45781
4176, 27061,1.0,Personal income (thousands of dollars),Thousands of dollars,1814029,1868749,2002454,2076865
4177, 27061,2.0,Population (persons) 1/,Number of persons,45168,45088,45051,45130
4178, 27061,3.0,Per capita personal income (dollars) 2/,Dollars,40162,41447,44449,46020
4179, 27063,1.0,Personal income (thousands of dollars),Thousands of dollars,479917,511050,527293,570404
4180, 27063,2.0,Population (persons) 1/,Number of persons,9968,9965,9895,9846
4181, 27063,3.0,Per capita personal income (dollars) 2/,Dollars,48146,51284,53289,57933
4182, 27065,1.0,Personal income (thousands of dollars),Thousands of dollars,638639,658562,679062,709285
4183, 27065,2.0,Population (persons) 1/,Number of persons,15912,16060,16246,16337
4184, 27065,3.0,Per capita personal income (dollars) 2/,Dollars,40136,41006,41799,43416
4185, 27067,1.0,Personal income (thousands of dollars),Thousands of dollars,2124298,2261072,2288741,2337551
4186, 27067,2.0,Population (persons) 1/,Number of persons,42697,42778,42910,43199
